ID_Sankce,ID_kontroly,Vyse_pokuty,Zákon,Paragraf,Datum_nabyti_Pravni_Moci
66070,241303190400901,2000,Syst.RAPEX,Rapex,3/19/2013
68001,241305180400902,1000,Syst.RAPEX,Rapex,5/18/2013
64226,301212040013801,0,Zák. 102/2001,§7,2/1/2013
64228,301212040013801,0,Zák. 102/2001,§5,2/1/2013
64246,401211080557301,5000,Zák. 102/2001,§4,2/22/2013
64267,401211010557301,8000,Zák. 102/2001,§5,2/1/2013
64269,401211010557301,0,Zák. 102/2001,§3,12/31/2012
64272,401211080555601,15000,Zák. 102/2001,§5,1/15/2013
64273,401211080555601,0,Zák. 102/2001,§7,1/8/2013
64285,401211160555602,10000,Zák. 102/2001,§5,1/16/2013
64286,401211160555602,0,Zák. 102/2001,§7,12/19/2012
64339,311207250602901,3000,Zák. 102/2001,§5,3/12/2013
64356,241301230405401,2000,Zák. 102/2001,§5,2/13/2013
64371,401211220557301,0,Zák. 102/2001,§7,3/8/2013
64372,401211220557301,4000,Zák. 102/2001,§7,3/8/2013
64458,101210090911901,15000,Zák. 102/2001,§5,6/14/2013
64492,221210220252801,5000,Zák. 102/2001,§5,2/12/2013
64499,221209030028701,4000,Zák. 102/2001,§5,2/7/2013
64500,221210220252801,0,Zák. 102/2001,§5,2/12/2013
64503,221210100018602,1000,Zák. 102/2001,§4,2/9/2013
64768,221211210020802,0,Zák. 102/2001,§5,2/20/2013
64769,221211210020802,2000,Zák. 102/2001,§5,2/20/2013
64915,241302010406001,2000,Zák. 102/2001,§4,2/27/2013
65077,221212110252601,0,Zák. 102/2001,§7,2/27/2013
65079,221211240020701,0,Zák. 102/2001,§7,2/23/2013
65105,221212050028701,5000,Zák. 102/2001,§5,2/27/2013
65106,221212050028701,0,Zák. 102/2001,§5,2/27/2013
65107,221212110252601,20000,Zák. 102/2001,§5,2/27/2013
65154,101210300902001,50000,Zák. 102/2001,§3,3/20/2013
65416,311205220550602,0,Zák. 102/2001,§7,11/27/2012
65417,311205220550602,20000,Zák. 102/2001,§3,3/27/2013
65535,401212120555601,4000,Zák. 102/2001,§4,4/20/2013
65536,401212040555601,3000,Zák. 102/2001,§4,4/23/2013
65655,221303050250201,1000,Zák. 102/2001,§5,3/5/2013
65673,241302250405402,2000,Zák. 102/2001,§5,3/18/2013
65675,241302250405401,1000,Zák. 102/2001,§5,3/18/2013
65688,221303070016901,1000,Zák. 102/2001,§5,3/7/2013
65744,241302250406002,2000,Zák. 102/2001,"§4,§5",3/18/2013
65745,241302250406001,2000,Zák. 102/2001,"§4,§5",3/18/2013
65782,241302190405401,1000,Zák. 102/2001,§5,3/21/2013
65793,221202010020701,5000,Zák. 102/2001,§5,2/16/2013
65796,221202010020701,0,Zák. 102/2001,§7,2/16/2013
65905,221210270020701,2000,Zák. 102/2001,§4,3/13/2013
66103,241303040406002,2000,Zák. 102/2001,§4,3/26/2013
66113,241303010405401,1000,Zák. 102/2001,§5,3/25/2013
66261,221303200251802,1000,Zák. 102/2001,§5,3/20/2013
66335,241302190405402,1000,Zák. 102/2001,§5,3/27/2013
66429,271210290506201,4000,Zák. 102/2001,§5,3/27/2013
66430,271210290506201,0,Zák. 102/2001,§7,3/27/2013
66827,221202100253602,0,Zák. 102/2001,§7,4/19/2013
66863,221208230020801,2000,Zák. 102/2001,§5,4/3/2013
66864,221208230020801,0,Zák. 102/2001,§5,4/3/2013
67022,311211050604301,5000,Zák. 102/2001,§4,5/2/2013
67073,401204200013002,0,Zák. 102/2001,§7,5/6/2013
67074,401204200013002,5000,Zák. 102/2001,§5,5/6/2013
67090,271210160309501,5000,Zák. 102/2001,§5,4/3/2013
67091,401301170555602,5000,Zák. 102/2001,§4,4/20/2013
67111,221304090250202,1000,Zák. 102/2001,§5,4/9/2013
67278,311301160604301,5000,Zák. 102/2001,§4,5/10/2013
67422,301303040703401,25000,Zák. 102/2001,§5,5/14/2013
67586,221302210020802,5000,Zák. 102/2001,§5,4/19/2013
67587,221302210020802,0,Zák. 102/2001,§5,4/19/2013
67739,241304090405401,500,Zák. 102/2001,§5,5/7/2013
67746,241305060406001,2000,Zák. 102/2001,§4,5/6/2013
67764,271301080307201,5000,Zák. 102/2001,"§3 ,§5",5/7/2013
67973,241305130406003,2000,Zák. 102/2001,§5,5/13/2013
68000,241305180400901,2000,Zák. 102/2001,§5,5/18/2013
68067,221305020251801,1000,Zák. 102/2001,§5,5/2/2013
68075,221305020251101,1000,Zák. 102/2001,§5,5/2/2013
68132,401304170557301,0,Zák. 102/2001,§7,5/10/2013
68134,401304170557301,10000,Zák. 102/2001,§5,5/29/2013
68283,241304220406001,2500,Zák. 102/2001,§4,5/22/2013
68296,241305020405402,1000,Zák. 102/2001,§5,5/23/2013
68297,241305020405401,1000,Zák. 102/2001,§5,5/23/2013
68403,271301180307201,0,Zák. 102/2001,"§3 ,§7",5/14/2013
68713,221211240029903,0,Zák. 102/2001,§5,5/28/2013
68809,241306010400903,2000,Zák. 102/2001,§5,6/1/2013
68833,241306040406001,2000,Zák. 102/2001,§4,6/4/2013
68839,241306060406001,2000,Zák. 102/2001,§5,6/6/2013
68936,221302200028701,0,Zák. 102/2001,§5,6/1/2013
69009,221302200028701,5000,Zák. 102/2001,§5,6/1/2013
69027,241306120400901,2000,Zák. 102/2001,§5,6/12/2013
69155,101302070911201,8000,Zák. 102/2001,§4,6/29/2013
69267,401301090013001,8000,Zák. 102/2001,§5,6/19/2013
69589,271305030309501,1000,Zák. 102/2001,§4,6/21/2013
69652,311304150604301,0,Zák. 102/2001,§7,6/26/2013
69653,311304150604301,3000,Zák. 102/2001,§5,6/26/2013
69709,311305150605801,0,Zák. 102/2001,§7,7/13/2013
69711,311305150605801,5000,Zák. 102/2001,§5,7/13/2013
69786,271303060024601,0,Zák. 102/2001,§7,6/13/2013
70066,311305090604301,15000,Zák. 102/2001,§4,7/11/2013
70070,311305060604301,20000,Zák. 102/2001,§4,7/20/2013
70071,311305270604301,0,Zák. 102/2001,§4,7/20/2013
70155,271304290307201,3000,Zák. 102/2001,"§3 ,§5",7/9/2013
70156,271304290307201,0,Zák. 102/2001,§7,7/9/2013
70352,271304090024601,0,Zák. 102/2001,§7,7/16/2013
70406,401305280555601,0,Zák. 102/2001,§7,7/1/2013
70407,401305280555601,5000,Zák. 102/2001,§5,7/19/2013
70408,401306120555601,0,Zák. 102/2001,§7,9/3/2013
70409,401306120555601,5000,Zák. 102/2001,§5,7/29/2013
70433,401304180557301,3000,Zák. 102/2001,§4,7/23/2013
70434,401305290555601,0,Zák. 102/2001,§7,7/19/2013
70455,401306120555602,0,Zák. 102/2001,§7,7/19/2013
70456,401306120555602,10000,Zák. 102/2001,§5,7/25/2013
70461,401306050555601,0,Zák. 102/2001,§7,7/18/2013
70462,401306050555601,5000,Zák. 102/2001,§5,7/30/2013
70480,311306120604301,30000,Zák. 102/2001,§7,8/3/2013
70867,271304170309701,0,Zák. 102/2001,"§3 ,§7",7/26/2013
70868,271304150307201,0,Zák. 102/2001,"§3 ,§7",7/26/2013
70924,101305160009502,50000,Zák. 102/2001,§5,8/28/2013
70950,271304230307201,3000,Zák. 102/2001,§5,8/7/2013
70951,271304230307201,0,Zák. 102/2001,§7,8/7/2013
70982,271305280024601,0,Zák. 102/2001,"§3 ,§7",8/8/2013
71066,221304110028701,20000,Zák. 102/2001,§5,7/25/2013
71083,401305290555601,10000,Zák. 102/2001,§5,8/1/2013
71112,221304110028701,0,Zák. 102/2001,§5,7/25/2013
71289,401306260557902,10000,Zák. 102/2001,§5,8/20/2013
71290,401306260557902,0,Zák. 102/2001,§7,8/9/2013
71308,101305280911201,30000,Zák. 102/2001,§4,9/20/2013
71412,271305220024601,0,Zák. 102/2001,§7,8/10/2013
71422,271304260504901,8000,Zák. 102/2001,§4,8/20/2013
71583,271304190307201,5000,Zák. 102/2001,§5,8/8/2013
71584,271304190307201,0,Zák. 102/2001,§7,8/8/2013
71872,301304290022201,0,Zák. 102/2001,§5,9/13/2013
71873,301304290022201,10000,Zák. 102/2001,§5,9/13/2013
71883,221302110020801,5000,Zák. 102/2001,§5,8/29/2013
71888,221303070028701,20000,Zák. 102/2001,§5,8/27/2013
71904,221303070028701,0,Zák. 102/2001,§7,8/27/2013
72009,271305220307201,0,Zák. 102/2001,"§3 ,§7",8/29/2013
72164,241304170405401,500,Zák. 102/2001,§5,9/11/2013
72209,311304050604301,0,Zák. 102/2001,§3,9/12/2013
72210,311305160604301,0,Zák. 102/2001,§3,9/6/2013
64149,311204030605701,15000,Zák. 145/2010,§4,3/16/2013
64334,311212060605701,15000,Zák. 145/2010,§4,2/27/2013
64978,301301080703801,20000,Zák. 145/2010,§6 odst.1,3/12/2013
65266,101210250013404,150000,Zák. 145/2010,§4,6/23/2013
65373,301301250703801,8000,Zák. 145/2010,§4,5/3/2013
65374,301301100703802,15000,Zák. 145/2010,§4,7/26/2013
65375,301212110703802,20000,Zák. 145/2010,§4,7/9/2013
65404,211302150105901,20000,Zák. 145/2010,§4,3/14/2013
65458,101211120013401,50000,Zák. 145/2010,§4,6/24/2013
65797,401210100558401,15000,Zák. 145/2010,§6 odst.1,3/14/2013
66554,271210220024101,10000,Zák. 145/2010,"§17,odst.1,2,§4",3/29/2013
66789,101212140013401,220000,Zák. 145/2010,§4,6/14/2013
67030,311301210605701,15000,Zák. 145/2010,§4,9/4/2013
67226,211301170105901,20000,Zák. 145/2010,§4,4/23/2013
67438,311302200605701,20000,Zák. 145/2010,"§5 odst.1,2,4,§6 odst.1",5/10/2013
67882,301303010703801,30000,Zák. 145/2010,"§17,odst.1,2,§4",5/23/2013
68169,221210090028701,70000,Zák. 145/2010,§4,5/17/2013
68234,301303010703802,10000,Zák. 145/2010,§4,9/6/2013
68300,271210090024101,50000,Zák. 145/2010,§4,5/11/2013
68368,301303130703801,20000,Zák. 145/2010,§4,6/6/2013
69178,301305020703802,10000,Zák. 145/2010,§4,7/2/2013
69231,301304260703801,8000,Zák. 145/2010,§4,7/3/2013
69516,301304230703802,10000,Zák. 145/2010,§4,7/10/2013
69682,271203130305201,200000,Zák. 145/2010,§4,6/4/2013
69699,271209110305201,5000,Zák. 145/2010,§4,6/12/2013
69706,301305160703801,15000,Zák. 145/2010,§4,7/13/2013
69717,271210040024103,5000,Zák. 145/2010,§4,6/12/2013
69774,271302250024101,12000,Zák. 145/2010,§4,6/19/2013
69848,271302060024101,4000,Zák. 145/2010,§4,7/4/2013
69850,271301170024101,5000,Zák. 145/2010,"§17,odst.1,2,§4",7/3/2013
70041,241305290405901,1000,Zák. 145/2010,§4,7/9/2013
70129,271301030024102,4000,Zák. 145/2010,§4,7/9/2013
70340,101302190013401,10000,Zák. 145/2010,"§17,odst.1,2",9/17/2013
70435,401303130558401,10000,Zák. 145/2010,"§17,odst.1,2,§4",7/13/2013
70484,101303140013402,30000,Zák. 145/2010,§6 odst.1,8/6/2013
70564,301306100703201,10000,Zák. 145/2010,§4,8/10/2013
70566,301306040703801,15000,Zák. 145/2010,§4,8/17/2013
70568,301306040703802,5000,Zák. 145/2010,§4,8/8/2013
70726,101301220013401,10000,Zák. 145/2010,§6 odst.1,8/14/2013
70729,101303260013401,20000,Zák. 145/2010,§4,8/21/2013
70917,301305280703801,15000,Zák. 145/2010,§4,8/21/2013
71151,241302260405901,3000,Zák. 145/2010,"§17,odst.1,2,§4",8/13/2013
71325,271208300305201,5000,Zák. 145/2010,§4,8/5/2013
71406,271208300305202,8000,Zák. 145/2010,§4,8/12/2013
71549,271301030024101,4000,Zák. 145/2010,§4,8/21/2013
71650,271305210309201,10000,Zák. 145/2010,§4,8/24/2013
71977,271305130309201,10000,Zák. 145/2010,§4,8/31/2013
72235,271306040024101,4000,Zák. 145/2010,§4,9/10/2013
72240,271301140024101,10000,Zák. 145/2010,§4,9/10/2013
72420,211306180105901,20000,Zák. 145/2010,"§18 odst.1,§4",9/12/2013
64568,271302190019601,2000,Zák. 159/1999,§3 odst. 5a),2/19/2013
69284,271302120306801,1500,Zák. 159/1999,§3 odst. 5a),5/28/2013
63602,101301299253101,2000,Zák. 22/1997,§19a odst.4b),1/29/2013
63890,101301089204701,3000,Zák. 22/1997,§19a odst.4b),2/1/2013
64172,101302079204701,1000,Zák. 22/1997,"§18 odst. 2c),§19a odst.4b)",2/7/2013
64186,241302050400902,1000,Zák. 22/1997,"§13, odst.9,§13, odst.12",2/5/2013
64187,241302050400903,1000,Zák. 22/1997,"§13, odst.9,§13, odst.12",2/5/2013
64194,241302060400901,1000,Zák. 22/1997,"§13, odst.9,§13, odst.12",2/6/2013
64210,401302070013002,1000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",2/7/2013
64230,301206270022001,3000,Zák. 22/1997,§19a odst.4b),2/9/2013
64253,311212100605101,3000,Zák. 22/1997,§19a odst.4b),3/1/2013
64268,401211010557301,5000,Zák. 22/1997,§19a odst.4b),2/1/2013
64291,401208080557301,10000,Zák. 22/1997,§19a odst.4b),1/17/2013
64335,311212050604101,5000,Zák. 22/1997,§19a odst.4b),3/5/2013
64348,211301170103801,20000,Zák. 22/1997,§19a odst.4b),2/27/2013
64354,301211220013802,3000,Zák. 22/1997,§19a odst. 1a),3/13/2013
64377,101302159204701,1000,Zák. 22/1997,"§13, odst.9,§18 odst. 2c),§19a odst.4b)",2/15/2013
64397,251211140024201,2000,Zák. 22/1997,§19 odst. 1a),3/6/2013
64400,251212190024301,5000,Zák. 22/1997,§19a odst.4a),3/6/2013
64417,241302130405601,1000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",2/13/2013
64459,221302130016902,1000,Zák. 22/1997,"§13, odst.9",2/13/2013
64461,221302070251801,3000,Zák. 22/1997,"§13, odst.9",2/7/2013
64462,221302040251802,3000,Zák. 22/1997,"§13, odst.9",2/4/2013
64469,301301040704401,2000,Zák. 22/1997,§19a odst.4b),2/28/2013
64470,301301040704402,5000,Zák. 22/1997,§19a odst.4b),2/28/2013
64501,221210220252801,6000,Zák. 22/1997,"§13, odst.9,§18 odst. 2c)",2/12/2013
64502,221210100018602,2000,Zák. 22/1997,"§13, odst.2,§18 odst. 2c)",2/9/2013
64508,221212190020701,20000,Zák. 22/1997,"§13, odst.9",2/7/2013
64513,221211290253601,20000,Zák. 22/1997,"§13, odst.9",2/13/2013
64531,101302048701101,1000,Zák. 22/1997,§19a odst.4b),2/4/2013
64554,401302130557301,3000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",2/13/2013
64562,401302120551203,1000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",2/12/2013
64566,101302128955901,6000,Zák. 22/1997,"§13 odst.1,§19a odst. 3a)",2/13/2013
64575,101301299605601,10000,Zák. 22/1997,§19a odst. 3b),2/19/2013
64583,101208168603201,1000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",2/18/2013
64584,101301148603201,1000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",2/21/2013
64607,271302210504901,2000,Zák. 22/1997,"§13, odst.9",2/21/2013
64632,301301220703201,3000,Zák. 22/1997,§19a odst.4b),3/5/2013
64633,301301180017501,3000,Zák. 22/1997,§19a odst.4b),3/12/2013
64635,241302180406001,2000,Zák. 22/1997,"§13, odst.9",2/18/2013
64639,271302190506101,1000,Zák. 22/1997,"§13, odst.9",2/19/2013
64648,101301238105201,5000,Zák. 22/1997,"§18 odst. 2c),§19a odst. 3b)",2/19/2013
64706,221211080028701,2000,Zák. 22/1997,"§13, odst.9,§18 odst. 2c)",2/14/2013
64709,221211080252801,10000,Zák. 22/1997,"§13, odst.9,§18 odst. 2c)",2/20/2013
64710,221211130028701,2000,Zák. 22/1997,"§13, odst.9",2/15/2013
64711,401302220013004,1000,Zák. 22/1997,§19a odst.4b),2/22/2013
64712,221211190028701,3000,Zák. 22/1997,"§13, odst.9",2/16/2013
64717,211212100306401,1000,Zák. 22/1997,"§13, odst.9",2/25/2013
64728,221211160020801,0,Zák. 22/1997,§18a),2/20/2013
64732,221211160020801,0,Zák. 22/1997,§18a),2/20/2013
64733,221211160020801,50000,Zák. 22/1997,"§13, odst.9",2/20/2013
64735,221211230029901,2000,Zák. 22/1997,"§13, odst.9",2/16/2013
64736,221211190028702,2000,Zák. 22/1997,"§13, odst.9",2/14/2013
64741,221211290028701,2000,Zák. 22/1997,"§13, odst.9",2/20/2013
64748,221212160028701,0,Zák. 22/1997,§18a),2/20/2013
64759,221211290020701,0,Zák. 22/1997,§18a),2/20/2013
64761,221211290020701,20000,Zák. 22/1997,"§13, odst.9",2/20/2013
64763,271302050309730,1000,Zák. 22/1997,"§13, odst.9",2/25/2013
64770,221211210020802,0,Zák. 22/1997,§18a),2/20/2013
64771,221211210020802,25000,Zák. 22/1997,"§13, odst.9",2/20/2013
64775,311208210014601,2000,Zák. 22/1997,§19a odst. 1a),2/22/2013
64777,221211150020701,2000,Zák. 22/1997,"§13, odst.9",2/14/2013
64779,221212160029901,0,Zák. 22/1997,§18a),2/19/2013
64780,221212160029901,20000,Zák. 22/1997,"§13, odst.9",2/19/2013
64782,221212160028701,0,Zák. 22/1997,§18a),2/20/2013
64783,221212160028701,0,Zák. 22/1997,§18a),2/20/2013
64792,271302050502101,1000,Zák. 22/1997,"§13, odst.9",2/22/2013
64835,101302218550101,10000,Zák. 22/1997,§19a odst. 3a),2/21/2013
64836,101211208550101,10000,Zák. 22/1997,§19a odst. 3b),2/18/2013
64846,211301150152001,10000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/13/2013
64872,101210109909501,9000,Zák. 22/1997,§19a odst. 3a),2/25/2013
64873,301211130703602,1000,Zák. 22/1997,§19a odst.4b),3/14/2013
64875,301212040703601,6000,Zák. 22/1997,§19a odst.4b),5/23/2013
64881,271302080309501,1000,Zák. 22/1997,§19a odst.4b),2/22/2013
64891,101302139204701,5000,Zák. 22/1997,"§18 odst. 2c),§19a odst.4b)",2/22/2013
64898,241302250405601,500,Zák. 22/1997,§19a odst.4b),2/25/2013
64902,101302068704501,1000,Zák. 22/1997,"§13, odst.9",2/6/2013
64910,101302068808801,0,Zák. 22/1997,§19a odst.4b),2/25/2013
64911,101302068808801,1000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",2/25/2013
64914,241302120406001,8000,Zák. 22/1997,"§13 odst.1,§13, odst.2",2/26/2013
64921,401212130013001,5000,Zák. 22/1997,§19a odst.4b),3/13/2013
64924,101301149553001,5000,Zák. 22/1997,§19a odst. 3a),2/28/2013
64936,271302260305001,1000,Zák. 22/1997,§19a odst.4b),2/26/2013
64953,271302200506101,2000,Zák. 22/1997,"§13, odst.9",2/25/2013
64958,271302270504901,1000,Zák. 22/1997,"§13, odst.9",2/27/2013
64959,221302210251802,1000,Zák. 22/1997,"§13, odst.9",2/21/2013
64960,221302190251801,2000,Zák. 22/1997,"§13, odst.9",2/19/2013
64963,271302260506101,2000,Zák. 22/1997,"§13, odst.9",2/26/2013
64970,221302190253601,1000,Zák. 22/1997,"§13, odst.9",2/19/2013
64972,271302270506101,1000,Zák. 22/1997,"§13, odst.9",2/27/2013
64982,221302210253402,1000,Zák. 22/1997,"§13, odst.9",2/21/2013
64983,221302200253401,2000,Zák. 22/1997,"§13, odst.9",2/20/2013
64994,221302180252801,1000,Zák. 22/1997,"§13, odst.9",2/18/2013
64999,221302260016902,1000,Zák. 22/1997,"§13, odst.9",2/26/2013
65001,221302180016901,1000,Zák. 22/1997,"§13, odst.9",2/18/2013
65002,221302250251301,1000,Zák. 22/1997,"§13, odst.9",2/25/2013
65003,221302260016901,1000,Zák. 22/1997,"§13, odst.9",2/26/2013
65046,311212100604101,5000,Zák. 22/1997,§19a odst.4b),3/12/2013
65059,271208210308901,5000,Zák. 22/1997,"§13, odst.9",2/27/2013
65078,221211240020701,0,Zák. 22/1997,§18a),2/23/2013
65088,221211150020801,2000,Zák. 22/1997,"§13, odst.9",2/21/2013
65089,221211120253802,10000,Zák. 22/1997,"§13, odst.9",2/21/2013
65100,221211230020801,10000,Zák. 22/1997,"§13, odst.9,§18 odst. 2c)",2/23/2013
65110,221211020251101,2000,Zák. 22/1997,"§13, odst.9",2/26/2013
65115,221211230020701,2000,Zák. 22/1997,"§13, odst.9",2/23/2013
65121,221211290253601,0,Zák. 22/1997,§18a),2/13/2013
65122,221212050020701,0,Zák. 22/1997,§18a),2/14/2013
65131,301203220013801,10000,Zák. 22/1997,"§13, odst.9",3/28/2013
65136,101302048808801,1000,Zák. 22/1997,§19a odst.4b),3/4/2013
65192,241303070405601,1000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/7/2013
65195,101301079605601,1000,Zák. 22/1997,"§13, odst.9,§19a odst. 3a)",3/7/2013
65204,241302210406001,1000,Zák. 22/1997,"§13, odst.9",3/6/2013
65209,271303040504901,2000,Zák. 22/1997,"§13, odst.9",3/4/2013
65210,271303070504901,2000,Zák. 22/1997,"§13, odst.9",3/7/2013
65249,101302120913002,1000,Zák. 22/1997,"§13, odst.9",3/7/2013
65252,101302120904703,1000,Zák. 22/1997,§19a odst.4b),3/7/2013
65256,251211220024301,3000,Zák. 22/1997,§18 odst. 2c),3/23/2013
65307,271301240506101,1000,Zák. 22/1997,"§13, odst.9",2/27/2013
65308,271301210506102,4000,Zák. 22/1997,"§13, odst.9",2/27/2013
65329,241303040400902,1000,Zák. 22/1997,"§13, odst.9,§13, odst.12",3/4/2013
65337,301211150701801,3000,Zák. 22/1997,§19a odst. 1a),3/26/2013
65340,301301230013801,3000,Zák. 22/1997,§19a odst.4b),3/23/2013
65341,301302130009001,2500,Zák. 22/1997,§19a odst.4b),3/26/2013
65342,301302130009001,0,Zák. 22/1997,§18a),3/26/2013
65356,101301298955901,6000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/11/2013
65381,401303080013001,1000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/8/2013
65385,401303100557301,1000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/10/2013
65395,101303138550101,2000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/11/2013
65398,211302210154201,10000,Zák. 22/1997,"§13, odst.9",3/22/2013
65437,401303100013001,2000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/13/2013
65438,401303120004502,5000,Zák. 22/1997,§19a odst. 3b),3/12/2013
65492,241303120406001,2000,Zák. 22/1997,"§13, odst.9",3/12/2013
65502,241303130405601,500,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/13/2013
65503,241303130405602,1000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/13/2013
65527,271303130504902,2000,Zák. 22/1997,"§13, odst.9",3/13/2013
65618,311303040604301,1000,Zák. 22/1997,§19a odst. 3b),3/4/2013
65619,101302069553001,2000,Zák. 22/1997,§19a odst.4b),3/13/2013
65624,101303129553001,2000,Zák. 22/1997,§19a odst.4b),3/12/2013
65633,221303060251301,2000,Zák. 22/1997,"§13, odst.9",3/6/2013
65646,311303060604301,1000,Zák. 22/1997,§19a odst. 3b),3/13/2013
65670,241303040405401,2000,Zák. 22/1997,"§13, odst.9",3/13/2013
65676,221303110251801,1000,Zák. 22/1997,"§13, odst.9",3/11/2013
65686,401303050013002,2000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/14/2013
65687,401212190013005,9000,Zák. 22/1997,"§13 odst.1,§19a odst.4a)",3/14/2013
65713,401303150557302,1000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/15/2013
65717,101302058550101,2000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/20/2013
65719,101303129021301,1000,Zák. 22/1997,§19a odst.4b),3/12/2013
65728,221303050253401,1000,Zák. 22/1997,"§13, odst.9",3/5/2013
65729,221303070253401,2000,Zák. 22/1997,"§13, odst.9",3/7/2013
65731,221303080253401,1000,Zák. 22/1997,"§13, odst.9",3/8/2013
65764,101301238603201,2000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/21/2013
65765,101212048603201,1000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/21/2013
65767,101203140009402,1000,Zák. 22/1997,"§13, odst.9",3/21/2013
65794,271303190506701,2000,Zák. 22/1997,"§13, odst.9",3/19/2013
65800,401211160013002,5000,Zák. 22/1997,§19a odst.4b),3/15/2013
65801,401212120013001,10000,Zák. 22/1997,§19a odst.4b),3/18/2013
65811,401212270013001,5000,Zák. 22/1997,§19a odst.4b),3/29/2013
65814,271303180504901,1000,Zák. 22/1997,"§13, odst.9",3/18/2013
65815,271303190504901,1000,Zák. 22/1997,"§13, odst.9",3/19/2013
65829,101302089204701,1000,Zák. 22/1997,"§13, odst.9,§18 odst. 2c),§19a odst.4b)",3/22/2013
65836,221210270020701,0,Zák. 22/1997,§18a),3/13/2013
65838,221210270020701,0,Zák. 22/1997,§18a),3/13/2013
65839,221210270020701,0,Zák. 22/1997,§18a),3/13/2013
65845,271303140506101,2000,Zák. 22/1997,"§13, odst.9",3/14/2013
65864,311302070604101,3000,Zák. 22/1997,§19a odst. 1a),4/5/2013
65880,221210270020701,0,Zák. 22/1997,§18a),3/13/2013
65892,221212050020201,2000,Zák. 22/1997,"§13, odst.9",3/12/2013
65897,221212190028701,5000,Zák. 22/1997,"§13, odst.9",3/13/2013
65899,101301180913001,1000,Zák. 22/1997,"§13, odst.9",3/20/2013
65904,221210270020701,50000,Zák. 22/1997,"§13, odst.9",3/13/2013
65915,221212120028701,0,Zák. 22/1997,§18a),3/6/2013
65916,221212120028701,0,Zák. 22/1997,§18a),3/6/2013
65939,221212070020701,20000,Zák. 22/1997,"§13, odst.9",3/21/2013
65948,401303190013001,1000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/19/2013
65954,101302079553001,2000,Zák. 22/1997,§19a odst.4b),3/21/2013
65957,101302269553001,10000,Zák. 22/1997,§19a odst. 3b),3/25/2013
65958,271212040308901,6000,Zák. 22/1997,"§13, odst.9",3/16/2013
65960,241303260405601,1000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/26/2013
65962,241303260405602,1000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/26/2013
65963,101302078550102,0,Zák. 22/1997,"§13 odst.1,§13, odst.2,§19a odst. 3a),§19a odst. 3b)",3/21/2013
65980,401303190557302,2000,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/19/2013
65985,101302119909501,500,Zák. 22/1997,"§13, odst.9,§19a odst.4b)",3/21/2013
65987,101303259909501,5000,Zák. 22/1997,"§13 odst.1,§13, odst.2,§19a odst. 3b)",3/25/2013
65988,101303059907701,500,Zák. 22/1997,§19a odst.4b),3/26/2013
65999,251302050024201,2000,Zák. 22/1997,§19a odst. 3d),4/3/2013
66022,221212040020201,2000,Zák. 22/1997,"§13, odst.9",3/16/2013
66023,221301040028701,3000,Zák. 22/1997,"§13, odst.9",3/22/2013
66026,221212100028701,0,Zák. 22/1997,§18a),3/8/2013
66027,221212100028701,0,Zák. 22/1997,§18a),3/8/2013
66028,221212040028702,0,Zák. 22/1997,§18a),3/5/2013
66029,221212040028702,0,Zák. 22/1997,§18a),3/5/2013
66030,221212040028702,0,Zák. 22/1997,§18a),3/5/2013
66031,221212040028702,35000,Zák. 22/1997,"§13, odst.9,§18 odst. 2c)",3/5/2013
66032,221212030020703,20000,Zák. 22/1997,"§13, odst.9",3/6/2013
66034,221212030020703,0,Zák. 22/1997,§18a),3/6/2013
66039,221212130028701,0,Zák. 22/1997,§18a),3/5/2013
66040,221212130028701,0,Zák. 22/1997,§18a),3/5/2013
66041,221212130028701,0,Zák. 22/1997,§18a),3/5/2013
66042,221212130028701,0,Zák. 22/1997,§18a),3/5/2013
66043,221212130028701,0,Zák. 22/1997,§18a),3/5/2013
