ID_Sankce,ID_kontroly,Vyse_pokuty,Zákon,Paragraf,Datum_nabyti_Pravni_Moci
67579,301304100809202,5000,Zák. 634/1992,§12,5/15/2013
67580,301303250703602,6000,Zák. 634/1992,§12,5/15/2013
67582,221302270023902,2000,Zák. 634/1992,§3a),4/24/2013
67583,221301150203702,2000,Zák. 634/1992,§3a),4/25/2013
67589,221301160020701,2000,Zák. 634/1992,§11,4/23/2013
67594,211305040104102,5000,Zák. 634/1992,§3a),5/4/2013
67596,211305010103501,1000,Zák. 634/1992,§12,5/1/2013
67597,211305030009901,1000,Zák. 634/1992,§11,5/3/2013
67598,211305030104101,1000,Zák. 634/1992,§11,5/3/2013
67602,401304230556601,1000,Zák. 634/1992,§19,4/23/2013
67603,401304240602502,1000,Zák. 634/1992,§19,4/24/2013
67604,101211210912701,50000,Zák. 634/1992,§3c),5/16/2013
67607,221305020025002,1000,Zák. 634/1992,§3a),5/3/2013
67612,301304120809202,4000,Zák. 634/1992,§3a),5/16/2013
67613,301304100703801,5000,Zák. 634/1992,"§12,§16",8/23/2013
67615,241304240401401,3000,Zák. 634/1992,"§16,§3a)",4/24/2013
67616,301304080012802,2000,Zák. 634/1992,§12,5/18/2013
67617,301303220703601,3500,Zák. 634/1992,§12,5/16/2013
67618,301303210703801,15000,Zák. 634/1992,"§12,§3c)",5/15/2013
67619,301304100704101,3000,Zák. 634/1992,"§3a),§3c)",5/25/2013
67620,101304240013401,1000,Zák. 634/1992,§3a),5/3/2013
67622,211305020153501,1000,Zák. 634/1992,§16,5/2/2013
67623,211305020153502,1000,Zák. 634/1992,§16,5/2/2013
67624,211305010153501,1000,Zák. 634/1992,§12,5/1/2013
67625,211305010153502,1000,Zák. 634/1992,§12,5/1/2013
67626,211305030153502,1000,Zák. 634/1992,§12,5/3/2013
67628,211305030153501,1000,Zák. 634/1992,§11,5/3/2013
67629,211305020104101,1000,Zák. 634/1992,§16,5/2/2013
67630,211305010104103,1000,Zák. 634/1992,§12,5/1/2013
67631,211305010104102,1000,Zák. 634/1992,§12,5/1/2013
67632,211305010104101,1000,Zák. 634/1992,§12,5/1/2013
67633,101212180912101,70000,Zák. 634/1992,§5-odst.2,9/7/2013
67634,241305069405701,1000,Zák. 634/1992,§12,5/6/2013
67635,211305020104902,1000,Zák. 634/1992,§9,5/2/2013
67636,211305030104901,1000,Zák. 634/1992,"§12,§15",5/3/2013
67637,101301310152801,5000,Zák. 634/1992,§5-odst.2,5/21/2013
67641,101303080958201,40000,Zák. 634/1992,§5-odst.2,5/28/2013
67643,241212070403801,130000,Zák. 634/1992,§5-odst.1,5/18/2013
67645,101305070011302,4000,Zák. 634/1992,§12,5/7/2013
67646,271211290308701,25000,Zák. 634/1992,§3a),4/23/2013
67647,271301160005101,5000,Zák. 634/1992,§3a),4/23/2013
67648,271301140306801,2000,Zák. 634/1992,§3a),4/23/2013
67649,271211070019601,2000,Zák. 634/1992,§16,4/24/2013
67651,271304170308801,1000,Zák. 634/1992,§11,4/17/2013
67652,271301150005101,10000,Zák. 634/1992,xx-(§4),4/19/2013
67653,211305070104102,1000,Zák. 634/1992,§13,5/7/2013
67654,211305070104101,1000,Zák. 634/1992,§10,5/7/2013
67655,211305060104101,1000,Zák. 634/1992,§12,5/6/2013
67656,211305060153501,1000,Zák. 634/1992,§12,5/6/2013
67658,211305060153502,1000,Zák. 634/1992,§12,5/6/2013
67660,211305070153501,1000,Zák. 634/1992,§10,5/7/2013
67661,241304260028001,1000,Zák. 634/1992,§19,4/26/2013
67663,211206270153402,5000,Zák. 634/1992,§13,4/11/2013
67665,211206280153403,5000,Zák. 634/1992,§13,5/4/2013
67667,271305070005101,1000,Zák. 634/1992,§12,5/7/2013
67668,101304241015201,0,Zák. 634/1992,"§16,§3a)",5/7/2013
67672,311301230550602,2000,Zák. 634/1992,"§13,§5-odst.1",5/22/2013
67673,311301230550601,2000,Zák. 634/1992,§5-odst.1,5/21/2013
67674,311303070014601,2000,Zák. 634/1992,§13,5/21/2013
67676,311302280604101,2000,Zák. 634/1992,§19,5/28/2013
67677,271305060019601,1000,Zák. 634/1992,§3a),5/6/2013
67679,301305070009601,1000,Zák. 634/1992,§3a),5/9/2013
67680,241212100401401,15000,Zák. 634/1992,"§19,§5-odst.1",5/29/2013
67681,241212120405301,2000,Zák. 634/1992,§19,5/29/2013
67683,101212180913001,10000,Zák. 634/1992,§5-odst.2,9/3/2013
67684,301305070808101,1000,Zák. 634/1992,§11,5/7/2013
67688,211305090105301,2000,Zák. 634/1992,"§11,§5-odst.1",5/9/2013
67690,401305030556401,5000,Zák. 634/1992,§5a,5/3/2013
67692,101305060912701,5000,Zák. 634/1992,§12,5/10/2013
67696,211305070105902,1000,Zák. 634/1992,§16,5/7/2013
67697,401305030557802,1000,Zák. 634/1992,"§13,§5-odst.1",5/3/2013
67698,401305020551202,1000,Zák. 634/1992,§3a),5/2/2013
67699,211305070015102,1000,Zák. 634/1992,§12,5/7/2013
67701,401305020556601,1000,Zák. 634/1992,§19,5/2/2013
67705,271305090305001,3000,Zák. 634/1992,§11,5/9/2013
67706,241305070403801,1000,Zák. 634/1992,"§10,§12",5/7/2013
67707,241304220403801,1000,Zák. 634/1992,§19,5/9/2013
67709,271303120024101,3000,Zák. 634/1992,§19,5/3/2013
67710,271301150309701,40000,Zák. 634/1992,§3c),5/4/2013
67711,271303200506701,0,Zák. 634/1992,§3c),5/4/2013
67712,271305060506701,4000,Zák. 634/1992,§11,5/6/2013
67714,301304170014301,2000,Zák. 634/1992,§19,5/23/2013
67715,241305070401601,1000,Zák. 634/1992,"§12,§3a)",5/7/2013
67719,101303150907601,1000,Zák. 634/1992,§3a),3/15/2013
67720,301303210006402,10000,Zák. 634/1992,"§13,§19",5/29/2013
67721,301303120012301,2500,Zák. 634/1992,§13,5/25/2013
67722,301304040807101,1000,Zák. 634/1992,§19,5/21/2013
67723,271305090506701,0,Zák. 634/1992,§12,5/9/2013
67725,301304100013801,0,Zák. 634/1992,"§12,§3c)",5/21/2013
67726,301304190022101,6500,Zák. 634/1992,"§12,§3c)",5/21/2013
67727,271302280016801,8000,Zák. 634/1992,"§13,§5-odst.1",5/2/2013
67729,101302130910901,2000,Zák. 634/1992,§19,4/3/2013
67730,101304260032501,2000,Zák. 634/1992,§12,5/10/2013
67732,241303070401101,1000,Zák. 634/1992,§12,5/2/2013
67733,241305060028002,1000,Zák. 634/1992,§12,5/6/2013
67734,241304100405401,2000,Zák. 634/1992,§15,5/9/2013
67737,241304140027902,1000,Zák. 634/1992,§16,2/7/2013
67739,241304090405401,500,Zák. 634/1992,§11,5/7/2013
67740,241305090027903,1000,Zák. 634/1992,"§18,§3c)",5/9/2013
67741,251305020024201,1000,Zák. 634/1992,§12,5/2/2013
67742,241304220401101,3000,Zák. 634/1992,"§10,§12,§16",5/9/2013
67743,101303200910901,1000,Zák. 634/1992,§19,5/6/2013
67747,271301260016302,4000,Zák. 634/1992,§3a),5/10/2013
67748,251305070021701,1000,Zák. 634/1992,"§12,§16",5/7/2013
67751,271303250506501,3000,Zák. 634/1992,§3c),5/4/2013
67755,271301180030701,5000,Zák. 634/1992,"§10,§12",5/4/2013
67756,271301040506101,60000,Zák. 634/1992,§3c),5/1/2013
67757,271301090506101,0,Zák. 634/1992,§3c),5/1/2013
67758,211305090153501,1000,Zák. 634/1992,§13,5/9/2013
67760,301305070702102,1000,Zák. 634/1992,§16,5/7/2013
67761,271302130305001,150000,Zák. 634/1992,"§12,§5-odst.1",5/4/2013
67762,271302140308701,0,Zák. 634/1992,§5-odst.1,5/4/2013
67763,211305090104101,1000,Zák. 634/1992,§13,5/9/2013
67765,301305070703401,2000,Zák. 634/1992,§19,5/7/2013
67766,211304230010301,1000,Zák. 634/1992,§10,5/7/2013
67767,301305100702101,1000,Zák. 634/1992,§10,5/10/2013
67768,221211120020701,35000,Zák. 634/1992,"§5a,§5-odst.1",5/4/2013
67770,211305060103501,1000,Zák. 634/1992,§12,5/6/2013
67772,221305090020201,1000,Zák. 634/1992,§9,5/9/2013
67773,211305070103501,1000,Zák. 634/1992,§11,5/7/2013
67774,221302210020202,5000,Zák. 634/1992,§3a),5/1/2013
67775,221305090023903,5000,Zák. 634/1992,§12,5/9/2013
67776,211305060104401,1000,Zák. 634/1992,§12,5/6/2013
67777,211305020154202,2000,Zák. 634/1992,§10,5/2/2013
67780,221305090023904,5000,Zák. 634/1992,§12,5/9/2013
67781,221301080020803,25000,Zák. 634/1992,§5-odst.2,5/1/2013
67782,301305030701801,1000,Zák. 634/1992,§9,5/3/2013
67784,221301300020801,800000,Zák. 634/1992,§5-odst.1,5/7/2013
67786,221305090029905,5000,Zák. 634/1992,§12,5/9/2013
67788,221305090029903,3000,Zák. 634/1992,§12,5/9/2013
67791,221305090029902,5000,Zák. 634/1992,§12,5/9/2013
67793,101212130009402,7000,Zák. 634/1992,§3c),5/22/2013
67794,211305020030401,1000,Zák. 634/1992,§13,5/2/2013
67795,101212060013402,1500,Zák. 634/1992,§3a),5/24/2013
67796,101302220052602,1000,Zák. 634/1992,"§16,§3a)",3/14/2013
67799,211305070104901,1000,Zák. 634/1992,§16,5/7/2013
67800,301305109808901,1000,Zák. 634/1992,§3c),5/10/2013
67801,301305100704102,1000,Zák. 634/1992,§10,5/10/2013
67802,211305070306402,1000,Zák. 634/1992,§11,5/7/2013
67803,211305090306401,1000,Zák. 634/1992,§11,5/9/2013
67806,251302270007501,20000,Zák. 634/1992,"§13,§3c),§5-odst.1",6/8/2013
67807,211305070019901,1000,Zák. 634/1992,§10,5/7/2013
67810,211305020019902,1000,Zák. 634/1992,§11,5/13/2013
67811,301305069808902,1000,Zák. 634/1992,§10,5/6/2013
67813,301305029808901,1000,Zák. 634/1992,§10,5/2/2013
67814,301305090022001,1000,Zák. 634/1992,§13,5/9/2013
67815,211305090009902,1000,Zák. 634/1992,§11,5/9/2013
67816,301305070702801,1000,Zák. 634/1992,"§10,§9",5/7/2013
67817,221305090205705,2000,Zák. 634/1992,§12,5/9/2013
67818,221305090205704,3000,Zák. 634/1992,§12,5/9/2013
67819,101211190953601,20000,Zák. 634/1992,§15,8/29/2013
67821,221305090205703,3000,Zák. 634/1992,§12,5/9/2013
67822,101211280912702,40000,Zák. 634/1992,§13,5/22/2013
67824,211305070151201,1000,Zák. 634/1992,§11,5/7/2013
67825,211305010006701,1000,Zák. 634/1992,§12,5/1/2013
67826,211305010006702,1000,Zák. 634/1992,§12,5/1/2013
67829,301305060022101,1000,Zák. 634/1992,§16,5/6/2013
67830,211305090019901,2000,Zák. 634/1992,§12,5/13/2013
67833,301305100800101,1000,Zák. 634/1992,§18,5/10/2013
67834,401305070013002,1000,Zák. 634/1992,§24 odst. 1d),5/7/2013
67836,211305090006701,1000,Zák. 634/1992,"§13,xx-(§4)",5/9/2013
67837,211305130006701,1000,Zák. 634/1992,§3a),5/13/2013
67838,241305130402801,2000,Zák. 634/1992,§12,5/13/2013
67839,241305079405701,2000,Zák. 634/1992,§12,5/7/2013
67842,311305060605701,1000,Zák. 634/1992,§12,5/6/2013
67844,401305070552401,2000,Zák. 634/1992,§19,5/7/2013
67845,401305070552403,1000,Zák. 634/1992,§3c),5/7/2013
67846,301305030809202,1000,Zák. 634/1992,§7a),5/3/2013
67847,311305060030301,1000,Zák. 634/1992,§9,5/7/2013
67848,401305070552402,1000,Zák. 634/1992,§5-odst.1,5/7/2013
67849,101211160912701,50000,Zák. 634/1992,§3c),5/23/2013
67851,101302120912701,0,Zák. 634/1992,§12,5/23/2013
67852,101301290014903,0,Zák. 634/1992,§3c),5/23/2013
67853,311303120014601,2000,Zák. 634/1992,§3a),6/1/2013
67854,311303190550601,2000,Zák. 634/1992,§5-odst.1,6/1/2013
67855,311302150604101,3000,Zák. 634/1992,§5-odst.1,5/22/2013
67856,301304100009001,1000,Zák. 634/1992,"§11,§5-odst.1",6/21/2013
67857,311304110014601,2000,Zák. 634/1992,§10,5/23/2013
67858,301304180703401,5000,Zák. 634/1992,"§13,§19",5/25/2013
67859,311304020014601,2000,Zák. 634/1992,"§13,§16",5/23/2013
67863,311304050605101,2000,Zák. 634/1992,§16,5/24/2013
67866,311303270014601,3000,Zák. 634/1992,"§10,§3a)",8/2/2013
67867,311301150600201,4000,Zák. 634/1992,§5-odst.2,5/23/2013
67868,301303080704401,4000,Zák. 634/1992,"§10,§13,§5-odst.1",6/4/2013
67869,311303190605102,2000,Zák. 634/1992,§5-odst.1,5/23/2013
67870,301302200800101,3500,Zák. 634/1992,"§10,§16,§5-odst.1",5/28/2013
67871,311304120601801,3000,Zák. 634/1992,§5-odst.2,6/4/2013
67872,301303260009001,8000,Zák. 634/1992,"§13,§19,§5a,§5-odst.1",6/5/2013
67878,301304110013801,2000,Zák. 634/1992,"§12,§3a)",6/1/2013
67879,301304110009002,5000,Zák. 634/1992,§12,5/28/2013
67880,301304090809201,2000,Zák. 634/1992,§19,5/24/2013
67881,301304030022101,5000,Zák. 634/1992,"§12,§3a),§3c)",5/23/2013
67883,301304290804002,9000,Zák. 634/1992,"§16,§3c)",5/28/2013
67886,301304290009001,1000,Zák. 634/1992,§16,5/25/2013
67887,301304290703201,1000,Zák. 634/1992,§10,5/25/2013
67889,301305020009601,1000,Zák. 634/1992,"§10,§12",5/14/2013
67891,311305060014601,1000,Zák. 634/1992,§3a),5/6/2013
67892,301305140013802,1000,Zák. 634/1992,§10,5/14/2013
67893,311305090014601,1000,Zák. 634/1992,§10,5/9/2013
67895,251303190009802,200000,Zák. 634/1992,"§13,§5-odst.1",6/11/2013
67896,211304230009901,2500,Zák. 634/1992,§12,5/13/2013
67897,211305140105301,1000,Zák. 634/1992,§3c),5/14/2013
67898,101301240052601,15000,Zák. 634/1992,§5-odst.2,6/7/2013
67899,101303310023003,1000,Zák. 634/1992,§3a),4/4/2013
67900,221305020252601,1000,Zák. 634/1992,"§10,§11",5/2/2013
67902,101212040052802,500,Zák. 634/1992,§3c),6/5/2013
67903,251302040028301,8000,Zák. 634/1992,"§10,§13,§5-odst.1",6/12/2013
67904,221302210205101,30000,Zák. 634/1992,"§12,§5-odst.2",5/14/2013
67906,221305070252601,1000,Zák. 634/1992,§3a),5/7/2013
67907,101211060010201,3000,Zák. 634/1992,"§12,§3a)",5/25/2013
67908,101211150023002,15000,Zák. 634/1992,§13,6/5/2013
67909,101211290028903,15000,Zák. 634/1992,"§13,§5-odst.1",6/4/2013
67910,101301230958202,9000,Zák. 634/1992,§5-odst.2,8/28/2013
67911,301305100802201,1000,Zák. 634/1992,§3a),5/10/2013
67916,251305130007601,1000,Zák. 634/1992,§12,5/13/2013
67918,401305070558101,1000,Zák. 634/1992,§12,5/7/2013
67920,401305100011002,1000,Zák. 634/1992,§10,5/10/2013
67922,101211199052702,16000,Zák. 634/1992,"§10,§11,§16,§3a)",5/28/2013
67924,401304160556402,1000,Zák. 634/1992,§12,5/13/2013
67925,401305100556401,3000,Zák. 634/1992,"§12,§3a)",5/10/2013
67926,101210210907101,40000,Zák. 634/1992,"§13,§5-odst.1",6/4/2013
67927,101301210023001,0,Zák. 634/1992,§5-odst.1,6/4/2013
67929,401305020558401,0,Zák. 634/1992,§12,5/15/2013
67930,271305130005101,2000,Zák. 634/1992,"§13,§5-odst.1",5/13/2013
67932,271305130018502,1000,Zák. 634/1992,§11,5/13/2013
67933,101305150152803,2000,Zák. 634/1992,"§19,§3a)",5/15/2013
67935,271305130019601,1000,Zák. 634/1992,§12,5/13/2013
67936,221212050023901,0,Zák. 634/1992,§5-odst.1,2/26/2013
67937,241212200400901,20000,Zák. 634/1992,§3c),5/31/2013
67938,241212200402802,0,Zák. 634/1992,§3c),5/31/2013
67939,241212200401102,70000,Zák. 634/1992,§19,5/29/2013
67940,241211060405301,3000,Zák. 634/1992,§5-odst.2,5/29/2013
67941,241212120405401,100000,Zák. 634/1992,§5-odst.1,8/17/2013
67942,301305160009001,1000,Zák. 634/1992,§10,5/16/2013
67944,211303080306402,3000,Zák. 634/1992,§12,5/25/2013
67945,211304260103801,5000,Zák. 634/1992,§11,5/24/2013
67946,211304190105901,10000,Zák. 634/1992,§19,5/24/2013
67947,211304120154202,7000,Zák. 634/1992,§11,5/25/2013
67948,271305130305001,5000,Zák. 634/1992,"§11,§3a)",5/13/2013
67951,211304050306401,5000,Zák. 634/1992,§12,6/29/2013
67952,241305110400901,4000,Zák. 634/1992,"§12,§16",5/11/2013
67953,241305130403801,2000,Zák. 634/1992,"§12,§13,§9",5/13/2013
67957,241304260403801,1000,Zák. 634/1992,§24 odst. 1d),5/8/2013
67958,271305130030701,1000,Zák. 634/1992,§3c),5/13/2013
67959,241305150027901,1000,Zák. 634/1992,§12,5/15/2013
67960,241305070402801,1000,Zák. 634/1992,§3a),5/14/2013
67961,241304240405603,1000,Zák. 634/1992,§13,5/7/2013
67965,241305140405601,1000,Zák. 634/1992,§12,5/14/2013
67966,241305160405601,1000,Zák. 634/1992,§12,5/16/2013
67967,241305169405701,1000,Zák. 634/1992,§3a),5/16/2013
67968,241304230405601,1000,Zák. 634/1992,§3a),5/6/2013
67969,241305150401401,4000,Zák. 634/1992,"§12,§16",5/15/2013
67970,241305150401101,2000,Zák. 634/1992,§12,5/15/2013
67971,241304250028001,3000,Zák. 634/1992,§3a),5/13/2013
67972,271305130024601,2000,Zák. 634/1992,§19,5/13/2013
67974,271305140006301,1000,Zák. 634/1992,§11,5/14/2013
67976,241304250405401,1000,Zák. 634/1992,"§12,§15",5/13/2013
67977,241302190400601,1000,Zák. 634/1992,§19,5/16/2013
67979,271305140506101,2000,Zák. 634/1992,§11,5/14/2013
67982,301305170009001,1500,Zák. 634/1992,§19,5/17/2013
67983,211305150104901,1000,Zák. 634/1992,§9,5/15/2013
67984,211305160104901,1000,Zák. 634/1992,§9,5/16/2013
67985,211305170104901,1000,Zák. 634/1992,§12,5/17/2013
67986,211305140153502,1000,Zák. 634/1992,§12,5/14/2013
67987,211305140153501,1000,Zák. 634/1992,§12,5/14/2013
67989,301304030807102,3000,Zák. 634/1992,"§19,§24 odst. 1d)",7/2/2013
67991,211305160153501,1000,Zák. 634/1992,§11,5/16/2013
67992,301304110012801,3000,Zák. 634/1992,§13,5/30/2013
67993,301303220704401,1500,Zák. 634/1992,§13,6/15/2013
67995,211305170104102,1000,Zák. 634/1992,§11,5/17/2013
67996,211305160104101,1000,Zák. 634/1992,§11,5/16/2013
67997,301305150704101,1000,Zák. 634/1992,§3a),5/15/2013
67998,211305140104101,1000,Zák. 634/1992,§12,5/14/2013
67999,221305070203301,5000,Zák. 634/1992,§12,5/7/2013
68000,241305180400901,2000,Zák. 634/1992,§16,5/18/2013
68002,211305160154201,3000,Zák. 634/1992,§12,5/16/2013
68003,301305170808101,1000,Zák. 634/1992,§11,5/17/2013
68004,211305160103501,1000,Zák. 634/1992,§16,5/16/2013
68006,211305140104002,1000,Zák. 634/1992,§12,5/14/2013
68007,211305140104001,1000,Zák. 634/1992,§12,5/14/2013
68009,211305170010302,1000,Zák. 634/1992,§16,5/17/2013
68010,101301180958201,15000,Zák. 634/1992,§5-odst.2,6/1/2013
68012,101305150912703,1000,Zák. 634/1992,§19,5/15/2013
68013,101212220952802,2000,Zák. 634/1992,§3a),6/5/2013
68015,301305170701801,1000,Zák. 634/1992,§9,5/17/2013
68016,211305170027302,1000,Zák. 634/1992,§12,5/17/2013
68017,101212210950503,2000,Zák. 634/1992,§3c),6/11/2013
68018,211305150306402,1000,Zák. 634/1992,§11,5/15/2013
68019,211305160104401,1000,Zák. 634/1992,§11,5/16/2013
68020,211305160306401,1000,Zák. 634/1992,§19,5/16/2013
68022,211305140104401,1000,Zák. 634/1992,§11,5/14/2013
68025,301305170009601,4000,Zák. 634/1992,§3a),5/17/2013
68026,301305150702801,1000,Zák. 634/1992,§12,5/15/2013
68029,101303190152801,50000,Zák. 634/1992,§5-odst.2,5/31/2013
68030,101303210958201,10000,Zák. 634/1992,§5-odst.2,7/13/2013
68031,101212060014903,10000,Zák. 634/1992,§11,6/8/2013
68032,101212190013402,7000,Zák. 634/1992,"§16,§3c)",6/7/2013
68034,211305150019902,1000,Zák. 634/1992,§12,5/15/2013
68036,301305160700401,1000,Zák. 634/1992,§15,5/16/2013
68037,211305140009901,1000,Zák. 634/1992,§3c),5/14/2013
68038,301305170702801,2000,Zák. 634/1992,"§12,§3a)",5/17/2013
68041,311303070605101,4000,Zák. 634/1992,"§15,§19",6/1/2013
68042,301305170703801,1000,Zák. 634/1992,§11,5/17/2013
68043,311303250605101,5000,Zák. 634/1992,§19,8/13/2013
68044,311303290550601,5000,Zák. 634/1992,"§13,§5-odst.1",8/1/2013
68045,311303080605102,3000,Zák. 634/1992,"§12,§13,§5-odst.1",6/8/2013
68046,311303080602601,3000,Zák. 634/1992,"§19,§5-odst.1",5/29/2013
68047,211305170009902,1000,Zák. 634/1992,§16,5/17/2013
68048,311304030602001,2000,Zák. 634/1992,"§12,§18",7/20/2013
68049,311303200605101,3000,Zák. 634/1992,"§13,§5-odst.1",5/31/2013
68050,251305160330101,1000,Zák. 634/1992,"§13,§16,§19",5/16/2013
68051,311303140605301,2000,Zák. 634/1992,§12,5/29/2013
68053,301305150702101,1000,Zák. 634/1992,§10,5/15/2013
68054,301305170809201,1000,Zák. 634/1992,§3a),5/17/2013
68055,301305170702101,1000,Zák. 634/1992,§3a),5/17/2013
68057,301304250013801,2000,Zák. 634/1992,"§12,§18",5/3/2013
68058,251305140024302,1000,Zák. 634/1992,§10,5/14/2013
68059,301305169808901,1000,Zák. 634/1992,§10,5/16/2013
68060,211305140018401,1000,Zák. 634/1992,§12,5/14/2013
68061,301301300032001,10000,Zák. 634/1992,"§13,§5-odst.1,§5-odst.2",5/30/2013
68062,301305160031101,1000,Zák. 634/1992,§19,5/16/2013
68063,301304160012301,10000,Zák. 634/1992,"§19,§9",6/1/2013
68064,301305159808901,1000,Zák. 634/1992,§10,5/15/2013
68065,301304230700401,1000,Zák. 634/1992,§15,6/1/2013
68066,251305150024202,1000,Zák. 634/1992,§3a),5/15/2013
68068,221305090251802,2000,Zák. 634/1992,§12,5/9/2013
68069,211305170018402,1000,Zák. 634/1992,§3c),5/17/2013
68070,221305090251801,2000,Zák. 634/1992,§12,5/9/2013
68071,221305140251802,1000,Zák. 634/1992,§12,5/14/2013
68072,251305150024301,2000,Zák. 634/1992,"§10,§13,§19,§9",5/15/2013
68073,221301250253401,1000,Zák. 634/1992,§5-odst.1,5/6/2013
68074,211304230104401,1000,Zák. 634/1992,§11,5/20/2013
68076,301305170703201,2000,Zák. 634/1992,§13,5/17/2013
68077,221305060016902,1000,Zák. 634/1992,§12,5/6/2013
68078,221305090254503,3000,Zák. 634/1992,§12,5/9/2013
68080,221305090254502,3000,Zák. 634/1992,§12,5/9/2013
68081,221305160250202,1000,Zák. 634/1992,§12,5/16/2013
68083,221305090250204,1000,Zák. 634/1992,§12,5/9/2013
68084,221305090250203,3000,Zák. 634/1992,§12,5/9/2013
68085,221305090250202,2000,Zák. 634/1992,§12,5/9/2013
68086,221305090250201,1000,Zák. 634/1992,§12,5/9/2013
68087,221305020250201,1000,Zák. 634/1992,§15,5/2/2013
68090,101305150911201,1000,Zák. 634/1992,§3a),5/15/2013
68091,221305160023902,1000,Zák. 634/1992,§3a),5/16/2013
68092,101302280052603,1000,Zák. 634/1992,§3a),5/20/2013
68093,311305170601801,1000,Zák. 634/1992,"§16,§3c)",5/17/2013
68095,221302010028701,10000,Zák. 634/1992,§19,5/10/2013
68096,221301030029901,20000,Zák. 634/1992,§5-odst.1,5/11/2013
68097,221302060016901,60000,Zák. 634/1992,§3c),5/10/2013
68098,311203280605102,15000,Zák. 634/1992,"§12,§16",6/8/2013
68099,311303190024701,5000,Zák. 634/1992,§10,6/1/2013
68100,221305200029901,5000,Zák. 634/1992,"§12,§5-odst.2",5/20/2013
68101,251304020330101,10000,Zák. 634/1992,§3c),7/27/2013
68102,221305200205601,1000,Zák. 634/1992,§12,5/20/2013
68103,251304050015201,1000,Zák. 634/1992,§3a),6/8/2013
68104,251303180008901,2000,Zák. 634/1992,"§12,§3c)",5/31/2013
68105,251303110024201,2000,Zák. 634/1992,§19,6/1/2013
68106,251303070330101,5000,Zák. 634/1992,§19,9/1/2013
68107,251303190054701,2000,Zák. 634/1992,"§16,§3a)",6/4/2013
68108,311305160602901,1000,Zák. 634/1992,§13,5/16/2013
68109,311305160605801,2000,Zák. 634/1992,"§13,§16",5/16/2013
68111,311305170030301,1000,Zák. 634/1992,§16,5/17/2013
68112,311305140604501,1000,Zák. 634/1992,§13,5/14/2013
68115,221211040020830,10000,Zák. 634/1992,§12,2/13/2013
68116,311305170024701,1000,Zák. 634/1992,§3a),5/17/2013
68118,311305140024701,1000,Zák. 634/1992,§12,5/14/2013
68119,311305160600201,1000,Zák. 634/1992,"§13,§16",5/16/2013
68121,221302270020701,5000,Zák. 634/1992,§5-odst.2,5/11/2013
68122,211305210105301,1000,Zák. 634/1992,§12,5/21/2013
68123,271305180016302,1000,Zák. 634/1992,§11,5/18/2013
68124,251305140021702,1000,Zák. 634/1992,"§10,§9",5/14/2013
68126,271305200016302,2000,Zák. 634/1992,§11,5/20/2013
68127,401305150556401,1000,Zák. 634/1992,§13,5/15/2013
68130,211305210018401,1000,Zák. 634/1992,§12,5/21/2013
68133,401304170557301,2000,Zák. 634/1992,§16,5/29/2013
68136,401302190552401,4000,Zák. 634/1992,§19,5/13/2013
68144,401302070803701,10000,Zák. 634/1992,§11,5/29/2013
68148,401302200011004,6000,Zák. 634/1992,"§12,§16",5/29/2013
68150,101212060907601,2000,Zák. 634/1992,§3a),6/18/2013
68152,101211280052601,20000,Zák. 634/1992,"§13,§5-odst.1",6/11/2013
68153,401305160011001,3000,Zák. 634/1992,"§12,§18,§3a)",5/16/2013
68157,301303220031101,70000,Zák. 634/1992,"§12,§3c)",6/1/2013
68159,251303110009801,100000,Zák. 634/1992,§5-odst.1,6/12/2013
68162,301303220009601,6000,Zák. 634/1992,"§10,§12,§3a)",9/2/2013
68164,301303080013801,20000,Zák. 634/1992,§19,6/11/2013
68166,301302220807101,2000,Zák. 634/1992,"§16,§3a)",6/4/2013
68168,401305180011003,1000,Zák. 634/1992,§12,5/18/2013
68170,221211040020802,10000,Zák. 634/1992,§12,5/17/2013
68171,271305180506501,1000,Zák. 634/1992,§11,5/18/2013
68174,301304180704401,2000,Zák. 634/1992,§5-odst.1,6/4/2013
68175,301304020802201,5000,Zák. 634/1992,"§15,§19",6/4/2013
68176,301303080009601,40000,Zák. 634/1992,"§13,§19,§5-odst.1",8/10/2013
68178,401207100552401,0,Zák. 634/1992,"§12,§3c)",5/17/2013
68179,401208150558101,0,Zák. 634/1992,§3c),4/17/2013
68180,221202090020202,10000,Zák. 634/1992,§5-odst.2,5/14/2013
68182,401305150557301,1000,Zák. 634/1992,§9,5/15/2013
68183,301304090031101,1000,Zák. 634/1992,§12,6/6/2013
68184,301304040800101,4000,Zák. 634/1992,"§13,§19,xx-(§4)",7/19/2013
68185,301301100800101,10000,Zák. 634/1992,§19,6/11/2013
68186,301304190013801,10000,Zák. 634/1992,§19,6/1/2013
68188,221207170020202,10000,Zák. 634/1992,§5-odst.2,5/13/2013
68190,221301080029902,5000,Zák. 634/1992,"§12,§5-odst.1",5/1/2013
68192,221301160203301,1000,Zák. 634/1992,§9,5/4/2013
68193,221301230203701,3000,Zák. 634/1992,§9,5/3/2013
68194,221301180253601,5000,Zák. 634/1992,§19,5/4/2013
68195,301303070704401,3000,Zák. 634/1992,"§13,xx-(§4)",6/5/2013
68196,221301250253402,5000,Zák. 634/1992,§5-odst.1,5/4/2013
68197,221301110253401,2000,Zák. 634/1992,§11,5/1/2013
68199,221302070252602,3000,Zák. 634/1992,§9,5/3/2013
